Asset Tag,Model,Serial,Username,Active Directory Last Logon,Success
HK71W52 - UNKNOWN,Optiplex 7020,HK71W52,,1/14/2020 10:33:50 AM,Success
82WCCH2 - UNKNOWN,Optiplex 7040,82WCCH2,,2/4/2020 4:54:40 PM,Success
W60984,Optiplex 7010,FNZSJ02,,2/10/2020 7:13:36 PM,Success
5QGWBH2 - UNKNOWN,Optiplex 7040,5QGWBH2,,2/6/2020 3:48:39 AM,Success
H2Z73M2 - UNKNOWN,Latitude 7280,H2Z73M2,,2/8/2020 7:57:58 AM,Success
DRS9CH2 - UNKNOWN,Optiplex 7040,DRS9CH2,,2/6/2020 7:42:11 PM,Success
C3DTB42 - UNKNOWN,Optiplex 7020,C3DTB42,,2/11/2020 12:37:31 AM,Success
6VWM482 - UNKNOWN,Optiplex 7020,6VWM482,,2/10/2020 2:52:31 PM,Success
364NPW1 - UNKNOWN,Optiplex 9010,364NPW1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
43PRBY1 - UNKNOWN,Optiplex 7010,43PRBY1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
DN4LCP2 - UNKNOWN,Optiplex 7050,DN4LCP2,,12/20/2019 9:22:13 AM,Success
2KN7KB2 - UNKNOWN,Optiplex 7040,2KN7KB2,,2/4/2020 7:53:34 PM,Success
2FY93H2 - UNKNOWN,Latitude 7280,2FY93H2,,2/7/2020 1:16:58 PM,Success
C3KCRD2 - UNKNOWN,Optiplex 7040,C3KCRD2,,2/5/2020 8:30:11 AM,Success
1NGJLR2 - UNKNOWN,Optiplex 7060,1NGJLR2,,2/10/2020 1:11:06 PM,Success
14GSX12 - UNKNOWN,Optiplex 7010,14GSX12,,2/10/2020 6:38:42 PM,Success
BDKYN22 - UNKNOWN,Optiplex 7010,BDKYN22,,2/5/2020 7:51:28 PM,Success
G1RMDX1 - UNKNOWN,Optiplex 7010,G1RMDX1,,8/5/2019 1:30:41 PM,Success
J0GSM32 - UNKNOWN,Latitude E7440,J0GSM32,,2/9/2020 5:41:33 AM,Success
G6CZBM2 - UNKNOWN,Optiplex 7050,G6CZBM2,,12/23/2019 12:09:09 AM,Success
1GCCYJ2 - UNKNOWN,Optiplex 7050,1GCCYJ2,,12/23/2019 12:11:17 AM,Success
D03202,Optiplex 7040,7Q0HHH2,,2/6/2020 7:23:17 AM,Success
F46WMN2 - UNKNOWN,Optiplex 7050,F46WMN2,,12/22/2019 8:53:31 PM,Success
9HJVHQ2 - UNKNOWN,Optiplex 7060,9HJVHQ2,,2/10/2020 8:36:42 PM,Success
4QW2DH2 - UNKNOWN,Optiplex 7040,4QW2DH2,,2/2/2020 3:42:06 AM,Success
STCANR-b7gwjm1 - UNKNOWN,Precision T5500,STCANR-b7gwjm1,,,Success
STNEAG-7DRPCV2 - UNKNOWN,Optiplex 7060,STNEAG-7DRPCV2,,2/10/2020 4:16:39 PM,Success
CZZ94V1 - UNKNOWN,Optiplex 790,CZZ94V1,,2/10/2020 6:00:58 PM,Success
DN2KCP2 - UNKNOWN,Optiplex 7050,DN2KCP2,,12/12/2019 10:03:20 PM,Success
STNEAG-FLTK4Q2 - UNKNOWN,Latitude 7480,STNEAG-FLTK4Q2,,2/5/2020 2:06:43 PM,Success
H9MDJ02 - UNKNOWN,Optiplex 7010,H9MDJ02,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
GRFRD42 - UNKNOWN,Optiplex 7020,GRFRD42,,2/9/2020 5:28:38 PM,Success
DW2R2G2 - UNKNOWN,Latitude E7270,DW2R2G2,,2/8/2020 9:01:18 AM,Success
DMFDMN2 - UNKNOWN,Optiplex 7050,DMFDMN2,,12/12/2019 6:49:46 PM,Success
5W33V12 - UNKNOWN,Optiplex 7010,5W33V12,,12/3/2019 2:01:55 PM,Success
HSHJ482 - UNKNOWN,Optiplex 7020,HSHJ482,,2/11/2020 1:03:18 AM,Success
5DD7362 - UNKNOWN,Latitude 7450,5DD7362,,2/10/2020 3:00:33 AM,Success
2D703G2 - UNKNOWN,Latitude E7470,2D703G2,,2/10/2020 3:47:49 PM,Success
1VHXB42 - UNKNOWN,Optiplex 9020,1VHXB42,,2/4/2020 9:49:28 PM,Success
8BP3XK2 - UNKNOWN,Optiplex 7050,8BP3XK2,,12/12/2019 11:43:13 PM,Success
421Y0M2 - UNKNOWN,Optiplex 7050,421Y0M2,,12/12/2019 5:48:01 PM,Success
STNEAG-FKDMVT2 - UNKNOWN,Cory - XPS 13 9380 (3/2019),STNEAG-FKDMVT2,,,Success
8BXWHQ1 - UNKNOWN,Optiplex 790,8BXWHQ1,,2/9/2020 10:49:07 PM,Success
2681YM2 - UNKNOWN,Optiplex 7050,2681YM2,,12/12/2019 3:44:14 PM,Success
HGY7TD2 - UNKNOWN,Optiplex 7040,HGY7TD2,,2/5/2020 3:00:25 AM,Success
8BP8XK2 - UNKNOWN,Optiplex 7050,8BP8XK2,,12/11/2019 12:07:22 PM,Success
2PDNZV1 - UNKNOWN,Optiplex 7010,2PDNZV1,,2/9/2020 8:33:43 PM,Success
8D6MCP1 - UNKNOWN,Optiplex 780,8D6MCP1,,2/5/2020 7:44:21 PM,Success
HGY2TD2 - UNKNOWN,Optiplex 7040,HGY2TD2,,2/7/2020 1:00:57 AM,Success
D00196,Optiplex 9020,J3F0S22,dmp02009,2/11/2020 12:40:15 AM,Success
BWGSCV2 - UNKNOWN,Optiplex 7060,BWGSCV2,,2/10/2020 8:36:50 PM,Success
C3KBRD2 - UNKNOWN,Optiplex 7040,C3KBRD2,,2/6/2020 9:21:36 PM,Success
6VWP482 - UNKNOWN,Optiplex 7020,6VWP482,,2/10/2020 7:31:55 PM,Success
8BQ7XK2 - UNKNOWN,Optiplex 7050,8BQ7XK2,,12/30/2019 1:18:42 AM,Success
STNEAG-1XSK0Q2 - UNKNOWN,Precision 5820,STNEAG-1XSK0Q2,,2/10/2020 7:48:53 PM,Success
8DM5CX1 - UNKNOWN,Optiplex 9010,8DM5CX1,,2/10/2020 12:06:12 AM,Success
6L4XBH2 - UNKNOWN,Student (scanning),6L4XBH2,,,Success
H9KMMN2 - UNKNOWN,Optiplex 7050,H9KMMN2,,12/30/2019 1:46:07 AM,Success
9V6VH02 - UNKNOWN,Optiplex 7010,9V6VH02,,2/5/2020 12:04:46 PM,Success
4L37V12 - UNKNOWN,Optiplex 7010,4L37V12,,2/10/2020 3:15:29 AM,Success
7FQMXM2 - UNKNOWN,Optiplex 7040,7FQMXM2,,2/6/2020 11:47:28 AM,Success
STNEAG-B6GHVP2 - UNKNOWN,Latitude 7480,STNEAG-B6GHVP2,,2/6/2020 7:37:03 PM,Success
7507MN2 - UNKNOWN,Optiplex 7050,7507MN2,,9/8/2019 2:34:05 PM,Success
86RP8Z1 - UNKNOWN,Optiplex 9010,86RP8Z1,,1/4/2020 2:35:05 PM,Success
4PD8482 - UNKNOWN,Optiplex 7020,4PD8482,,2/10/2020 1:09:07 PM,Success
5RRKLX1 - UNKNOWN,Latitude E6430,5RRKLX1,,6/27/2019 1:34:54 AM,Success
GWDV9H2 - UNKNOWN,Latitude 7480,GWDV9H2,,2/6/2020 10:40:34 PM,Success
F466CP2 - UNKNOWN,Optiplex 7050,F466CP2,,12/30/2019 1:46:02 AM,Success
9Y16V12 - UNKNOWN,Optiplex 9020,9Y16V12,,2/10/2020 8:53:17 PM,Success
B2VQKM1 - UNKNOWN,Optiplex 960,B2VQKM1,,,Success
H7KYTV1 - UNKNOWN,Optiplex 790,H7KYTV1,,2/7/2020 1:15:40 PM,Success
500XY12 - UNKNOWN,Optiplex 7010,500XY12,,2/3/2020 11:43:19 AM,Success
JRW58Y1 - UNKNOWN,Optiplex 9010,JRW58Y1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
GBHYXY1 - UNKNOWN,Dell Latitude E5430,GBHYXY1,,,Success
B6F8TQ2 - UNKNOWN,Latitude 7490,B6F8TQ2,,2/9/2020 7:21:48 PM,Success
G1SGCX1 - UNKNOWN,Optiplex 9010,G1SGCX1,,2/9/2020 4:55:28 AM,Success
DD83ZQ1 - UNKNOWN,Optiplex 780,DD83ZQ1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
76XQVR1 - UNKNOWN,OptiPlex 990,76XQVR1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
D00046,Optiplex 7010,67ZQP22,,2/10/2020 3:50:02 PM,Success
6VVZ482 - UNKNOWN,Optiplex 7020,6VVZ482,,2/8/2020 9:02:19 AM,Success
HSJK482 - UNKNOWN,Optiplex 7020,HSJK482,,1/22/2020 12:48:07 PM,Success
1RQHLJ1 - UNKNOWN,Optiplex 960,1RQHLJ1,,,Success
1BTGXD2 - UNKNOWN,Optiplex 7040,1BTGXD2,,2/6/2020 12:06:30 PM,Success
8MZWXV1 - UNKNOWN,Optiplex 7010,8MZWXV1,,2/10/2020 11:29:05 PM,Success
DJV0JB2 - UNKNOWN,Optiplex 7040,DJV0JB2,,2/4/2020 2:59:40 AM,Success
57Q2JL2 - UNKNOWN,Optiplex 7050,57Q2JL2,,12/28/2019 11:00:35 AM,Success
W63294,Precision M4800,BBZBK32,epw02001,,Success
H80ZR52 - UNKNOWN,Optiplex 7020,H80ZR52,,2/8/2020 1:56:08 PM,Success
GDM3QD2 - UNKNOWN,Optiplex 7040,GDM3QD2,,2/4/2020 2:22:11 PM,Success
CRT09Z1 - UNKNOWN,Optiplex 7010,CRT09Z1,,9/14/2019 6:32:31 AM,Success
JCTP362 - UNKNOWN,Latitude 7450,JCTP362,,2/10/2020 2:26:35 PM,Success
H8F29Z1 - UNKNOWN,Optiplex 9020,H8F29Z1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
7ZQGQD2 - UNKNOWN,Optiplex 7040,7ZQGQD2,,2/6/2020 7:47:27 PM,Success
7Q0FHH2 - UNKNOWN,Optiplex 7040,7Q0FHH2,,2/6/2020 7:42:07 PM,Success
BT07CM2 - UNKNOWN,Optiplex 7050,BT07CM2,,12/27/2019 3:00:10 AM,Success
G5P3QD2 - UNKNOWN,Optiplex 7040,G5P3QD2,,2/6/2020 3:00:21 AM,Success
1FYDYJ2 - UNKNOWN,Optiplex 7050,1FYDYJ2,,12/29/2019 9:20:12 PM,Success
5YP0V12 - UNKNOWN,Optiplex 7010,5YP0V12,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
CS2YCH2 - UNKNOWN,Optiplex 7040,CS2YCH2,,9/13/2019 3:35:59 AM,Success
BNZ1DH2 - UNKNOWN,Optiplex 7040,BNZ1DH2,,2/3/2020 3:48:03 AM,Success
7Q1DKH2 - UNKNOWN,Optiplex 7040,7Q1DKH2,,2/3/2020 3:09:38 PM,Success
6MDHXK2 - UNKNOWN,Optiplex 7050,6MDHXK2,,12/27/2019 7:00:34 PM,Success
6KTLFB2 - UNKNOWN,Optiplex 7020,6KTLFB2,,2/11/2020 1:52:51 AM,Success
C2WKCH2 - UNKNOWN,Optiplex 7040,C2WKCH2,,2/4/2020 1:51:55 PM,Success
C3K8RD2 - UNKNOWN,Optiplex 7040,C3K8RD2,,2/6/2020 9:23:22 PM,Success
H2ZZBH2 - UNKNOWN,Optiplex 7040,H2ZZBH2,,2/6/2020 3:17:48 AM,Success
9LRJHB2 - UNKNOWN,Optiplex 7040,9LRJHB2,,2/6/2020 2:18:58 PM,Success
D8DLXG2 - UNKNOWN,Optiplex 7040,D8DLXG2,,2/6/2020 10:20:34 AM,Success
DJSYHB2 - UNKNOWN,Optiplex 7040,DJSYHB2,,2/6/2020 6:52:12 PM,Success
5QFYBH2 - UNKNOWN,Optiplex 7040,5QFYBH2,,2/6/2020 6:08:52 PM,Success
CBC89Y1 - UNKNOWN,Optiplex 7010,CBC89Y1,,1/22/2020 9:21:08 AM,Success
DJR0JB2 - UNKNOWN,Optiplex 7040,DJR0JB2,,11/19/2019 4:43:06 AM,Success
8LSMMR2 - UNKNOWN,Optiplex 7060,8LSMMR2,,2/11/2020 1:57:07 AM,Success
CTJ5QF2 - UNKNOWN,Latitude E7470,CTJ5QF2,,2/11/2020 1:26:12 AM,Success
4V094V1 - UNKNOWN,Optiplex 790,4V094V1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
8GJCHL2 - UNKNOWN,Optiplex 7040,8GJCHL2,,2/6/2020 1:18:48 PM,Success
HSHL482 - UNKNOWN,Optiplex 7020,HSHL482,,2/10/2020 4:44:28 AM,Success
14CSX12 - UNKNOWN,Optiplex 7010,14CSX12,,2/2/2020 11:51:23 AM,Success
7BJP8P1 - UNKNOWN,Optiplex 980,7BJP8P1,,2/10/2020 7:54:25 AM,Success
4JSTCP2 - UNKNOWN,Optiplex 7050,4JSTCP2,,1/30/2020 9:36:19 PM,Success
DJSZHB2 - UNKNOWN,Optiplex 7040,DJSZHB2,,2/4/2020 3:42:21 AM,Success
CYB0GZ1 - UNKNOWN,Optiplex 7010,CYB0GZ1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
GW86VF2 - UNKNOWN,Latitude E7280,GW86VF2,,,Success
JWDNN22 - UNKNOWN,Optiplex 7010,JWDNN22,,2/10/2020 3:30:13 PM,Success
148HX12 - UNKNOWN,Optiplex 7010,148HX12,,2/10/2020 10:07:28 PM,Success
BT15CM2 - UNKNOWN,Optiplex 7050,BT15CM2,,1/30/2020 4:16:15 PM,Success
66VPKH2 - UNKNOWN,Optiplex 7040,66VPKH2,,2/4/2020 7:48:44 PM,Success
14GHX12 - UNKNOWN,Optiplex 7010,14GHX12,,2/10/2020 5:34:35 PM,Success
9P7Z6Y1 - UNKNOWN,Optiplex 7010,9P7Z6Y1,,2/8/2020 10:21:27 AM,Success
8BFXZ12 - UNKNOWN,Optiplex 7010,8BFXZ12,,2/7/2020 5:00:58 AM,Success
F1334V1 - UNKNOWN,Optiplex 790,F1334V1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
BT11CM2 - UNKNOWN,Optiplex 7050,BT11CM2,,1/29/2020 2:43:08 PM,Success
8Y8W0M2 - UNKNOWN,Optiplex 7050,8Y8W0M2,,1/30/2020 5:56:59 PM,Success
CYKBN22 - UNKNOWN,Optiplex 7010,CYKBN22,,2/10/2020 9:11:50 PM,Success
BDKVN22 - UNKNOWN,Optiplex 7010,BDKVN22,,2/10/2020 2:31:10 PM,Success
977KD42 - UNKNOWN,Optiplex 9020,977KD42,,2/10/2020 8:41:43 PM,Success
8V78PS1 - UNKNOWN,OptiPlex 990,8V78PS1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
8YBJ7M2 - UNKNOWN,Optiplex 7050,8YBJ7M2,,1/30/2020 7:00:39 PM,Success
3D15JH2 - UNKNOWN,Optiplex 7050,3D15JH2,,1/29/2020 4:15:22 PM,Success
SP059205774953 - UNKNOWN,Surface Pro 1796,SP059205774953,,,Success
JLGG8V1 - UNKNOWN,OptiPlex 990,JLGG8V1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
44H8HQ2 - UNKNOWN,Ailenware Aurora R7,44H8HQ2,,,Success
DJTZHB2 - UNKNOWN,Optiplex 7040,DJTZHB2,,2/7/2020 12:58:44 AM,Success
9YKDHL2 - UNKNOWN,Optiplex 7050,9YKDHL2,,1/31/2020 12:31:00 AM,Success
HBJ7KS1 - UNKNOWN,Optiplex 790,HBJ7KS1,,2/10/2020 5:43:46 AM,Success
G0FHMN2 - UNKNOWN,Optiplex 7050,G0FHMN2,,1/29/2020 4:07:05 PM,Success
D01932,Optiplex 7040,5X9BHB2,,2/6/2020 2:03:09 PM,Success
9YKRXK2 - UNKNOWN,Optiplex 7050,9YKRXK2,,1/30/2020 12:39:16 PM,Success
D02831,Optiplex 7040,6L2XBH2,,2/1/2020 7:35:34 PM,Success
7YKVHL2 - UNKNOWN,Optiplex 7050,7YKVHL2,,1/30/2020 11:23:16 PM,Success
5KN77V1 - UNKNOWN,OptiPlex 990,5KN77V1,,2/9/2020 11:43:47 AM,Success
DS1ZPH2 - UNKNOWN,Latitude 7480,DS1ZPH2,,2/6/2020 7:41:53 PM,Success
CKMG842 - UNKNOWN,Optiplex 7020,CKMG842,,2/10/2020 10:15:11 PM,Success
2BLS7Y1 - UNKNOWN,Optiplex 9010,2BLS7Y1,,2/7/2020 11:36:36 PM,Success
D00784,Latitude 7450,5K12G72,jeh02012,1/31/2020 9:47:07 AM,Success
DJM1JB2 - UNKNOWN,Optiplex 7040,DJM1JB2,,2/6/2020 7:48:59 PM,Success
14DSX12 - UNKNOWN,Optiplex 7010,14DSX12,,2/10/2020 10:07:27 PM,Success
8CVT4C2 - UNKNOWN,Latitude 3570,8CVT4C2,,,Success
FHXT052 - UNKNOWN,Optiplex 9020,FHXT052,,2/9/2020 3:53:11 PM,Success
C10210,Optiplex 7010,6P5ZCX1,,2/6/2020 2:49:30 PM,Success
9GS1JQ1 - UNKNOWN,Optiplex 780,9GS1JQ1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
35QCZ12 - UNKNOWN,Optiplex 7010,35QCZ12,,2/11/2020 1:55:04 AM,Success
H87WZ12 - UNKNOWN,Optiplex 7020,H87WZ12,,2/10/2020 7:42:32 PM,Success
CTDKKB2 - UNKNOWN,Optiplex 7040,CTDKKB2,,2/6/2020 12:53:08 PM,Success
76076H2 - UNKNOWN,Latitude 7280,76076H2,,2/5/2020 7:09:53 PM,Success
6KTMFB2 - UNKNOWN,Optiplex 7020,6KTMFB2,,1/13/2020 3:44:20 AM,Success
DW9RSW1 - UNKNOWN,Optiplex 7010,DW9RSW1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
8BP4XK2 - UNKNOWN,Optiplex 7050,8BP4XK2,,1/30/2020 8:18:43 AM,Success
1R0XKH2 - UNKNOWN,july 2017,1R0XKH2,,,Success
6WQ4DH2 - UNKNOWN,Optiplex 7050,6WQ4DH2,,1/30/2020 9:08:01 PM,Success
CKMD842 - UNKNOWN,Optiplex 7020,CKMD842,,2/11/2020 1:35:27 AM,Success
H8M6GQ2 - UNKNOWN,Optiplex 7050,H8M6GQ2,,1/27/2020 3:00:35 AM,Success
C03774,Optiplex 7020,1JX0C42,mvc08004,2/9/2020 9:12:15 AM,Success
H0WTHQ2 - UNKNOWN,Precision 3630,H0WTHQ2,,1/17/2020 8:47:50 PM,Success
G601MP2 - UNKNOWN,Optiplex 7050,G601MP2,,1/30/2020 12:06:26 PM,Success
F476CP2 - UNKNOWN,Optiplex 7050,F476CP2,,1/30/2020 3:45:29 PM,Success
7T4FGK2 - UNKNOWN,Optiplex 7050,7T4FGK2,,1/29/2020 3:00:26 AM,Success
9C2Y0Q2 - UNKNOWN,Optiplex 7050,9C2Y0Q2,,1/31/2020 1:18:04 AM,Success
GCPDDP1 - UNKNOWN,Optiplex 980,GCPDDP1,,2/9/2020 3:44:28 AM,Success
9NSTPN1 - UNKNOWN,Optiplex 780,9NSTPN1,,2/6/2020 9:07:54 PM,Success
DZJZCP2 - UNKNOWN,Optiplex 7050,DZJZCP2,,1/30/2020 11:30:29 PM,Success
H0P3WP2 - UNKNOWN,Optiplex 7050,H0P3WP2,,1/30/2020 10:34:48 AM,Success
8BQ5XK2 - UNKNOWN,Optiplex 7050,8BQ5XK2,,1/28/2020 6:56:57 PM,Success
C05034,Latitude 7480,14SB7H2,,1/30/2020 2:34:06 PM,Success
DJWYJB2 - UNKNOWN,Optiplex 7040,DJWYJB2,,2/6/2020 9:38:02 PM,Success
50PPXF2 - UNKNOWN,Precision 5520,50PPXF2,,,Success
7KGGJH2 - UNKNOWN,Optiplex 7040,7KGGJH2,,2/6/2020 11:36:24 PM,Success
GQ0N2R1 - UNKNOWN,Latitude E6420,GQ0N2R1,,2/10/2020 4:40:29 PM,Success
6MDGXK2 - UNKNOWN,Optiplex 7050,6MDGXK2,,12/29/2019 11:19:05 PM,Success
DMFFMN2 - UNKNOWN,Optiplex 7050,DMFFMN2,,8/19/2019 11:42:17 AM,Success
1R0ZKH2 - UNKNOWN,Optiplex 7050,1R0ZKH2,,1/16/2020 12:38:44 AM,Success
8QKR3M2 - UNKNOWN,Latitude 5580,8QKR3M2,,11/15/2019 10:00:34 AM,Success
8BN4XK2 - UNKNOWN,Optiplex 7050,8BN4XK2,,1/14/2020 12:33:07 PM,Success
F45VMN2 - UNKNOWN,Optiplex 7050,F45VMN2,,1/14/2020 1:48:12 AM,Success
4QVZCH2 - UNKNOWN,Optiplex 7040,4QVZCH2,,1/29/2020 7:42:16 PM,Success
8406vz1 - UNKNOWN,Latitude 5440,8406vz1,,,Success
7Q1FHH2 - UNKNOWN,Optiplex 7040,7Q1FHH2,,2/5/2020 3:48:47 AM,Success
C10179,Optiplex 7020,CJ8LR22,pms04001,2/8/2020 7:54:08 AM,Success
CTDJKB2 - UNKNOWN,Optiplex 7040,CTDJKB2,,2/6/2020 12:07:06 PM,Success
1T25RF1 - UNKNOWN,Lab,1T25RF1,,,Success
14FSX12 - UNKNOWN,Optiplex 7010,14FSX12,,2/10/2020 6:38:52 PM,Success
HDFKMS1 - UNKNOWN,Optiplex 790,HDFKMS1,,12/10/2019 3:52:22 PM,Success
HGY4TD2 - UNKNOWN,Optiplex 7040,HGY4TD2,,2/5/2020 5:44:40 PM,Success
4W4L9Z1 - UNKNOWN,Optiplex 7010,4W4L9Z1,,2/11/2020 1:31:08 AM,Success
4QWNK02 - UNKNOWN,Optiplex 9020,4QWNK02,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
9H56482 - UNKNOWN,Optiplex 7020,9H56482,,2/10/2020 3:16:40 AM,Success
14HGX12 - UNKNOWN,Optiplex 7010,14HGX12,,2/10/2020 6:29:45 PM,Success
D04191,Optiplex 7050,BT02CM2,,1/15/2020 2:49:16 PM,Success
C03758,Optiplex 790,9LBNVV1,yop10001,2/10/2020 1:35:06 PM,Success
4M2VHQ2 - UNKNOWN,Optiplex 7060,4M2VHQ2,,2/10/2020 10:22:12 PM,Success
14BRX12 - UNKNOWN,Optiplex 7010,14BRX12,,2/9/2020 2:33:08 PM,Success
BDKWN22 - UNKNOWN,Optiplex 7010,BDKWN22,,2/7/2020 7:51:46 PM,Success
BT16CM2 - UNKNOWN,Optiplex 7050,BT16CM2,,1/15/2020 11:02:19 PM,Success
9SYRQP2 - UNKNOWN,Optiplex 7050,9SYRQP2,,1/16/2020 12:04:10 AM,Success
8PCFFB2 - UNKNOWN,Optiplex 7020,8PCFFB2,,2/8/2020 2:47:05 PM,Success
BYYMH72 - UNKNOWN,XPS 15 9550,BYYMH72,,,Success
G3N4CM2 - UNKNOWN,Optiplex 7050,G3N4CM2,,1/10/2020 4:45:30 AM,Success
BSZ5CM2 - UNKNOWN,Optiplex 7050,BSZ5CM2,,1/15/2020 5:35:19 PM,Success
CMCSVL1 - UNKNOWN,Optiplex 960,CMCSVL1,,,Success
7J9BNN1 - UNKNOWN,Optiplex 780,7J9BNN1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
149RX12 - UNKNOWN,Optiplex 7010,149RX12,,2/8/2020 3:51:17 AM,Success
5L6MP22 - UNKNOWN,Optiplex 7010,5L6MP22,,2/10/2020 2:10:10 PM,Success
C9HJRD2 - UNKNOWN,Optiplex 7040,C9HJRD2,,2/6/2020 9:39:58 PM,Success
BSZ6CM2 - UNKNOWN,Optiplex 7050,BSZ6CM2,,1/15/2020 11:48:03 PM,Success
C2MZK02 - UNKNOWN,Optiplex 7010,C2MZK02,,2/10/2020 10:41:01 PM,Success
2V5KX12 - UNKNOWN,Optiplex 7010,2V5KX12,,2/10/2020 3:49:43 PM,Success
BRFHQ22 - UNKNOWN,Optiplex 7020,BRFHQ22,,2/10/2020 1:46:59 PM,Success
GT080M2 - UNKNOWN,Optiplex 7050,GT080M2,,1/15/2020 11:32:51 PM,Success
D02408,Optiplex 7040,8FRNQD2,,2/6/2020 3:07:30 AM,Success
4V27XK2 - UNKNOWN,Optiplex 7050,4V27XK2,,1/14/2020 3:02:28 AM,Success
44LTYQ2 - UNKNOWN,Optiplex 7050,44LTYQ2,,1/15/2020 2:08:45 AM,Success
HSK7482 - UNKNOWN,Optiplex 7020,HSK7482,,2/7/2020 8:50:19 AM,Success
DZRBS52 - UNKNOWN,Optiplex 7020,DZRBS52,,2/10/2020 5:10:09 PM,Success
DRSBCH2 - UNKNOWN,Optiplex 7040,DRSBCH2,,2/5/2020 11:44:14 AM,Success
9V05RW1 - UNKNOWN,Optiplex 7010,9V05RW1,,2/10/2020 2:31:05 PM,Success
3PW5CP2 - UNKNOWN,Optiplex 7050,3PW5CP2,,1/15/2020 11:09:04 PM,Success
HSJB482 - UNKNOWN,Optiplex 7020,HSJB482,,2/10/2020 5:56:53 PM,Success
DWV5LH2 - UNKNOWN,Optiplex 7050,DWV5LH2,,1/15/2020 11:10:04 PM,Success
4MLTMD2 - UNKNOWN,Optiplex 7040,4MLTMD2,,2/6/2020 8:41:32 AM,Success
CV2SFB2 - UNKNOWN,Optiplex 7020,CV2SFB2,,2/6/2020 3:17:20 AM,Success
149FX12 - UNKNOWN,Optiplex 7010,149FX12,,2/10/2020 4:40:30 PM,Success
F3W9CP2 - UNKNOWN,Optiplex 7050,F3W9CP2,,1/15/2020 4:40:39 AM,Success
DZJWCP2 - UNKNOWN,Optiplex 7050,DZJWCP2,,1/15/2020 4:41:17 AM,Success
8PCJFB2 - UNKNOWN,Optiplex 7020,8PCJFB2,,2/11/2020 1:18:26 AM,Success
FQ6SJ02 - UNKNOWN,Optiplex 7010,FQ6SJ02,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
BBGTQP2 - UNKNOWN,Optiplex 7050,BBGTQP2,,1/15/2020 4:19:35 PM,Success
BSZ1CM2 - UNKNOWN,Optiplex 7050,BSZ1CM2,,1/15/2020 12:58:07 PM,Success
8P98CP1 - UNKNOWN,Optiplex 980,8P98CP1,,Object not found in AD. Please check the serial Field and make sure it's a valid AD object.,Error
CYP7TQ2 - UNKNOWN,Latitude 7490,CYP7TQ2,,1/28/2020 6:11:23 AM,Success
14BJX12 - UNKNOWN,Optiplex 7010,14BJX12,,2/10/2020 6:42:47 PM,Success
8KFLR52 - UNKNOWN,Optiplex 9020,8KFLR52,,2/10/2020 1:16:06 PM,Success
D0869Z1 - UNKNOWN,Optiplex 9010,D0869Z1,,2/9/2020 3:55:10 AM,Success
6HF2V12 - UNKNOWN,Optiplex 7010,6HF2V12,,12/20/2019 11:07:11 AM,Success
1LFP0M2 - UNKNOWN,Optiplex 7050,1LFP0M2,,1/19/2020 5:59:02 AM,Success
DN4JCP2 - UNKNOWN,Optiplex 7050,DN4JCP2,,1/19/2020 7:12:51 PM,Success
C10178,Optiplex 7020,CB75C42,,2/3/2020 7:47:45 PM,Success
J72LMH1 - UNKNOWN,Optiplex 755,J72LMH1,,,Success
F48KGB2 - UNKNOWN,Optiplex 9020,F48KGB2,,10/7/2019 9:26:02 AM,Success
8BP7XK2 - UNKNOWN,Optiplex 7050,8BP7XK2,,1/15/2020 1:25:14 PM,Success
1DZWLR2 - UNKNOWN,Optiplex 7060,1DZWLR2,,2/11/2020 1:37:13 AM,Success
F2LF082 - UNKNOWN,Optiplex 9020,F2LF082,,2/7/2020 3:44:30 AM,Success
H2V0MR2 - UNKNOWN,Optiplex 7060,H2V0MR2,blg06008,2/9/2020 1:15:23 AM,Success
647QL32 - UNKNOWN,Latitude E7440,647QL32,,1/5/2020 4:24:10 PM,Success
9LRGHB2 - UNKNOWN,Optiplex 7040,9LRGHB2,,2/5/2020 10:17:56 PM,Success
5GH1RP2 - UNKNOWN,Optiplex 7050,5GH1RP2,,1/19/2020 7:22:41 PM,Success
